secCode,年度,ESGスコア
8023,2023,3.87
8023,2024,1.91
8023,2025,3.11
8025,2021,1.84
8025,2022,1.01
8025,2023,3.76
8025,2024,3.83
8025,2025,4.98
8029,2021,1.72
8029,2022,3.96
8029,2023,4.79
8029,2024,3.58
8029,2025,4.85
8030,2021,4.98
8030,2022,4.21
8030,2023,5.0
8030,2024,3.5
8030,2025,2.99
8031,2021,4.67
8031,2022,4.32
8031,2023,1.44
8031,2024,2.21
8031,2025,2.04
8032,2021,4.42
8032,2022,1.93
8032,2023,2.22
8032,2024,3.08
8032,2025,1.3
8035,2021,4.84
8035,2022,2.96
8035,2023,1.76
8035,2024,2.08
8035,2025,4.19
8037,2021,3.54
8037,2022,2.86
8037,2023,2.33
8037,2024,4.6
8037,2025,4.09
8039,2021,3.87
8039,2022,2.78
8039,2023,4.92
8039,2024,3.84
8039,2025,2.69
8040,2021,4.84
8040,2022,4.58
8040,2023,3.96
8040,2024,4.07
8040,2025,2.69
8041,2021,3.03
8041,2022,1.77
8041,2023,3.38
8041,2024,2.48
8041,2025,2.39
8043,2021,4.79
8043,2022,1.66
8043,2023,4.32
8043,2024,2.13
8043,2025,1.11
8045,2021,1.16
8045,2022,2.72
8045,2023,2.82
8045,2024,2.28
8045,2025,3.68
8046,2021,2.94
8046,2022,1.3
8046,2023,2.39
8046,2024,1.41
8046,2025,1.25
8050,2021,1.83
8050,2022,3.8
8050,2023,3.78
8050,2024,4.45
8050,2025,4.03
8051,2021,3.14
8051,2022,2.25
8051,2023,1.02
8051,2024,3.59
8051,2025,2.16
8052,2021,2.0
8052,2022,4.9
8052,2023,1.7
8052,2024,1.13
8052,2025,4.8
8053,2021,2.22
8053,2022,2.57
8053,2023,1.32
8053,2024,2.62
8053,2025,4.89
8056,2021,3.78
8056,2022,2.9
8056,2023,2.23
8056,2024,2.46
8056,2025,3.44
8057,2021,2.02
8057,2022,1.61
8057,2023,3.78
8057,2024,4.48
8057,2025,4.61
8058,2021,4.37
8058,2022,3.12
8058,2023,4.16
8058,2024,4.71
8058,2025,1.09
8059,2021,2.65
8059,2022,1.82
8059,2023,4.99
8059,2024,4.72
8059,2025,4.21
8060,2021,2.18
8060,2022,4.81
8060,2023,1.12
8060,2024,1.75
8060,2025,3.47
8061,2021,4.17
8061,2022,4.53
8061,2023,2.2
8061,2024,2.56
8061,2025,2.82
8065,2021,1.11
8065,2022,4.46
8065,2023,2.35
8065,2024,1.8
8065,2025,2.64
8066,2021,3.84
8066,2022,4.48
8066,2023,1.86
8066,2024,1.69
8066,2025,4.78
8070,2021,3.2
8070,2022,2.46
8070,2023,1.8
8070,2024,4.98
8070,2025,3.88
8074,2021,1.87
8074,2022,1.37
8074,2023,1.8
8074,2024,1.99
8074,2025,1.44
8075,2021,1.92
8075,2022,1.47
8075,2023,2.51
8075,2024,2.94
8075,2025,2.82
8076,2021,4.32
8076,2022,2.02
8076,2023,4.55
8076,2024,4.63
8076,2025,4.84
8077,2021,1.72
8077,2022,1.98
8077,2023,3.5
8077,2024,1.56
8077,2025,1.34
8078,2021,1.29
8078,2022,3.42
8078,2023,4.22
8078,2024,2.04
8078,2025,4.73
8079,2021,4.17
8079,2022,1.31
8079,2023,2.63
8079,2024,1.27
8079,2025,4.66
8081,2021,3.97
8081,2022,3.75
8081,2023,3.73
8081,2024,2.14
8081,2025,4.73
8084,2021,4.69
8084,2022,3.96
8084,2023,2.88
8084,2024,1.19
8084,2025,1.11
8085,2021,1.55
8085,2022,3.38
8085,2023,4.19
8085,2024,4.79
8085,2025,1.7
8086,2021,2.1
8086,2022,1.22
8086,2023,4.96
8086,2024,4.12
8086,2025,2.92
8088,2021,3.3
8088,2022,3.25
8088,2023,2.02
8088,2024,1.74
8088,2025,2.19
8089,2021,1.99
8089,2022,3.23
8089,2023,2.23
8089,2024,3.92
8089,2025,3.27
8091,2021,3.13
8091,2022,4.81
8091,2023,2.29
8091,2024,3.54
8091,2025,1.0
8093,2021,3.95
8093,2022,3.01
8093,2023,1.83
8093,2024,1.01
8093,2025,3.83
8095,2021,3.65
8095,2022,3.66
8095,2023,2.75
8095,2024,3.56
8095,2025,3.29
8097,2021,1.96
8097,2022,3.08
8097,2023,3.06
8097,2024,4.29
8097,2025,2.73
8098,2021,2.74
8098,2022,4.94
8098,2023,4.58
8098,2024,1.97
8098,2025,4.64
8101,2021,1.55
8101,2022,4.41
8101,2023,1.73
8101,2024,2.7
8101,2025,4.94
8103,2021,1.39
8103,2022,4.36
8103,2023,2.98
8103,2024,1.44
8103,2025,4.81
8104,2021,3.2
8104,2022,4.52
8104,2023,4.48
8104,2024,1.06
8104,2025,2.06
8105,2021,2.35
8105,2022,3.14
8105,2023,1.29
8105,2024,2.56
8105,2025,4.26
8107,2021,1.69
8107,2022,3.81
8107,2023,2.84
8107,2024,1.28
8107,2025,1.71
8111,2021,1.56
8111,2022,3.48
8111,2023,1.35
8111,2024,4.29
8111,2025,4.23
8113,2021,1.32
8113,2022,4.55
8113,2023,4.84
8113,2024,1.17
8113,2025,4.8
8115,2021,2.12
8115,2022,3.66
8115,2023,1.7
8115,2024,4.27
8115,2025,4.37
8117,2021,4.91
8117,2022,4.97
8117,2023,1.3
8117,2024,3.63
8117,2025,2.09
8118,2021,1.5
8118,2022,1.6
8118,2023,4.75
8118,2024,3.73
8118,2025,1.2
8119,2021,4.94
8119,2022,4.23
8119,2023,2.24
8119,2024,2.88
8119,2025,3.91
8123,2021,3.7
8123,2022,2.85
8123,2023,3.05
8123,2024,1.17
8123,2025,3.0
8125,2021,2.36
8125,2022,2.14
8125,2023,2.08
8125,2024,3.6
8125,2025,2.72
8127,2021,2.7
8127,2022,1.64
8127,2023,4.85
8127,2024,1.9
8127,2025,2.62
8129,2021,1.76
8129,2022,3.81
8129,2023,2.74
8129,2024,2.65
8129,2025,4.5
8130,2021,4.04
8130,2022,3.08
8130,2023,2.87
8130,2024,4.84
8130,2025,4.83
8131,2021,3.82
8131,2022,4.04
8131,2023,4.6
8131,2024,4.86
8131,2025,1.33
8132,2021,4.99
8132,2022,3.81
8132,2023,3.37
8132,2024,2.65
8132,2025,2.35
8133,2021,4.22
8133,2022,3.62
8133,2023,1.8
8133,2024,3.44
8133,2025,1.56
8135,2021,2.99
8135,2022,3.33
8135,2023,3.54
8135,2024,1.58
8135,2025,1.38
8136,2021,2.03
8136,2022,3.43
8136,2023,4.73
8136,2024,4.12
8136,2025,3.98
8137,2021,2.32
8137,2022,1.45
8137,2023,4.57
8137,2024,3.0
8137,2025,1.4
8138,2021,3.14
8138,2022,3.7
8138,2023,2.28
8138,2024,1.04
8138,2025,3.49
8139,2021,1.16
8139,2022,2.73
8139,2023,4.3
8139,2024,5.0
8139,2025,2.48
8141,2021,1.08
8141,2022,2.97
8141,2023,2.11
8141,2024,4.57
8141,2025,3.85
8142,2021,2.62
8142,2022,4.05
8142,2023,2.36
8142,2024,3.09
8142,2025,4.69
8143,2021,1.8
8143,2022,2.25
8143,2023,4.54
8143,2024,2.85
8143,2025,2.27
8144,2021,1.15
8144,2022,2.68
8144,2023,3.0
8144,2024,2.63
8144,2025,2.11
8147,2021,2.48
8147,2022,3.57
8147,2023,4.57
8147,2024,3.6
8147,2025,3.58
8150,2021,4.27
8150,2022,1.66
8150,2023,2.2
8150,2024,1.2
8150,2025,2.4
8151,2021,5.0
8151,2022,2.32
8151,2023,4.44
8151,2024,1.34
8151,2025,2.84
8152,2021,2.41
8152,2022,1.81
8152,2023,2.49
8152,2024,3.61
8152,2025,2.96
8153,2021,4.38
8153,2022,4.62
8153,2023,2.93
8153,2024,4.93
8153,2025,1.29
8154,2021,2.11
8154,2022,2.67
8154,2023,3.33
8154,2024,3.18
8154,2025,3.27
8157,2021,4.59
8157,2022,2.11
8157,2023,4.27
8157,2024,3.23
8157,2025,2.96
8158,2021,2.2
8158,2022,2.22
8158,2023,2.55
8158,2024,4.05
8158,2025,2.91
8159,2021,1.62
8159,2022,4.04
8159,2023,3.65
8159,2024,4.8
8159,2025,3.12
8160,2021,3.62
8160,2022,2.92
8160,2023,3.72
8160,2024,2.74
8160,2025,1.55
8163,2021,4.95
8163,2022,3.88
8163,2023,3.43
8163,2024,2.93
8163,2025,3.85
8165,2021,1.51
8165,2022,2.3
8165,2023,1.5
8165,2024,1.5
8165,2025,1.09
8166,2021,4.02
8166,2022,1.91
8166,2023,4.33
8166,2024,4.62
8166,2025,1.67
8167,2021,3.84
8167,2022,2.84
8167,2023,4.68
8167,2024,2.94
8167,2025,2.52
8173,2021,2.18
8173,2022,4.61
8173,2023,1.9
8173,2024,4.31
8173,2025,1.78
8174,2021,3.57
8174,2022,2.8
8174,2023,1.42
8174,2024,1.5
8174,2025,2.13
8179,2021,4.07
8179,2022,3.92
8179,2023,1.82
8179,2024,2.9
8179,2025,1.39
8181,2021,3.86
8181,2022,4.17
8181,2023,4.57
8181,2024,4.54
8181,2025,2.35
8185,2021,2.02
8185,2022,4.59
8185,2023,1.58
8185,2024,1.24
8185,2025,2.26
8194,2021,4.04
8194,2022,3.78
8194,2023,4.95
8194,2024,2.44
8194,2025,2.1
8198,2021,2.51
8198,2022,4.13
8198,2023,1.86
8198,2024,4.79
8198,2025,3.05
8200,2021,4.13
8200,2022,4.31
8200,2023,2.92
8200,2024,3.97
8200,2025,2.46
8202,2021,4.24
8202,2022,4.3
8202,2023,3.26
8202,2024,1.87
8202,2025,4.88
8203,2021,4.79
8203,2022,3.48
8203,2023,4.94
8203,2024,3.01
8203,2025,2.5
8207,2021,2.84
8207,2022,1.18
8207,2023,3.2
8207,2024,3.66
8207,2025,1.44
8214,2021,2.02
8214,2022,3.88
8214,2023,4.17
8214,2024,4.94
8214,2025,2.01
8217,2021,4.37
8217,2022,1.69
8217,2023,1.52
8217,2024,3.92
8217,2025,2.78
8218,2021,4.18
8218,2022,2.13
8218,2023,1.85
8218,2024,3.2
8218,2025,1.46
8219,2021,2.11
8219,2022,1.66
8219,2023,2.28
8219,2024,4.06
8219,2025,1.48
8225,2021,3.45
8225,2022,3.34
8225,2023,3.15
8225,2024,2.94
8225,2025,3.66
8226,2021,4.41
8226,2022,1.65
8226,2023,4.26
8226,2024,1.25
8226,2025,2.93
8227,2021,3.05
8227,2022,1.79
8227,2023,1.36
8227,2024,1.3
8227,2025,1.15
8230,2021,3.29
8230,2022,1.62
8230,2023,4.23
8230,2024,4.6
8230,2025,2.17
8233,2021,1.66
8233,2022,2.64
8233,2023,4.53
8233,2024,2.6
8233,2025,1.43
8237,2021,4.94
8237,2022,3.0
8237,2023,2.37
8237,2024,4.57
8237,2025,4.71
8242,2021,2.99
8242,2022,2.23
8242,2023,2.93
8242,2024,1.88
8242,2025,2.91
8244,2021,1.92
8244,2022,3.49
8244,2023,4.04
8244,2024,4.88
8244,2025,4.37
8247,2021,1.34
8247,2022,1.85
8247,2023,3.13
8247,2024,2.03
8247,2025,1.06
8252,2021,4.02
8252,2022,2.43
8252,2023,1.26
8252,2024,3.04
8252,2025,4.91
8253,2021,3.71
8253,2022,1.64
8253,2023,3.06
8253,2024,4.61
8253,2025,1.22
8254,2021,3.55
8254,2022,3.89
8254,2023,3.82
8254,2024,1.6
8254,2025,4.63
8255,2021,2.29
8255,2022,1.21
8255,2023,1.33
8255,2024,2.83
8255,2025,1.16
8260,2021,4.12
8260,2022,4.46
8260,2023,1.05
8260,2024,4.24
8260,2025,4.92
8267,2021,1.12
8267,2022,3.9
8267,2023,5.0
8267,2024,4.19
8267,2025,3.02
8273,2021,4.54
8273,2022,3.83
8273,2023,2.17
8273,2024,1.9
8273,2025,3.05
8275,2021,2.49
8275,2022,2.32
8275,2023,1.71
8275,2024,4.38
8275,2025,3.82
8276,2021,2.33
8276,2022,1.95
8276,2023,1.51
8276,2024,1.45
8276,2025,3.5
8278,2021,1.44
8278,2022,4.84
8278,2023,2.12
8278,2024,1.1
8278,2025,4.42
8281,2021,2.47
8281,2022,2.37
8281,2023,1.47
8281,2024,3.64
8281,2025,2.44
8282,2021,4.29
8282,2022,3.52
8282,2023,4.52
8282,2024,3.49
8282,2025,4.12
8283,2021,3.79
8283,2022,2.85
8283,2023,3.75
8283,2024,3.65
8283,2025,1.03
8285,2021,3.79
8285,2022,2.05
8285,2023,3.17
8285,2024,1.45
8285,2025,1.09
8289,2021,1.06
8289,2022,1.63
8289,2023,1.08
8289,2024,1.53
8289,2025,3.24
8291,2021,2.6
8291,2022,4.92
8291,2023,4.23
8291,2024,1.59
8291,2025,2.67
8303,2021,2.72
8303,2022,2.45
8303,2023,2.98
8303,2024,3.68
8303,2025,3.56
8304,2021,2.43
8304,2022,3.82
8304,2023,2.16
8304,2024,4.34
8304,2025,4.86
8306,2021,2.18
8306,2022,4.14
8306,2023,4.25
8306,2024,2.96
8306,2025,1.35
8308,2021,4.14
8308,2022,2.63
8308,2023,1.83
8308,2024,3.51
8308,2025,2.75
8309,2021,1.35
8309,2022,4.93
8309,2023,1.98
8309,2024,3.04
8309,2025,3.67
8316,2021,1.46
8316,2022,3.96
8316,2023,3.59
8316,2024,2.98
8316,2025,3.11
8331,2021,4.82
8331,2022,4.64
8331,2023,1.45
8331,2024,2.48
8331,2025,3.07
8334,2021,4.68
8334,2022,4.27
8334,2023,2.55
8334,2024,4.54
8334,2025,2.51
8336,2021,2.08
8336,2022,3.44
8336,2023,2.42
8336,2024,3.49
8336,2025,2.64
8337,2021,4.18
8337,2022,4.82
8337,2023,2.08
8337,2024,3.04
8337,2025,3.9
8338,2021,1.63
8338,2022,4.18
8338,2023,3.33
8338,2024,1.6
8338,2025,4.47
8341,2021,2.71
8341,2022,1.71
8341,2023,1.78
8341,2024,4.14
8341,2025,4.74
8343,2021,2.51
8343,2022,1.32
8343,2023,1.4
8343,2024,3.62
8343,2025,2.48
8344,2021,2.7
8344,2022,2.35
8344,2023,2.86
8344,2024,3.57
8344,2025,3.16
8345,2021,1.66
8345,2022,2.97
8345,2023,2.84
8345,2024,3.18
8345,2025,1.44
8346,2021,1.61
8346,2022,3.12
8346,2023,2.1
8346,2024,3.52
8346,2025,2.49
8349,2021,1.88
8349,2022,3.63
8349,2023,2.58
8349,2024,1.63
8349,2025,4.24
8354,2021,2.73
8354,2022,4.66
8354,2023,1.77
8354,2024,4.51
8354,2025,4.26
8358,2021,1.42
8358,2022,3.13
8358,2023,3.61
8358,2024,2.98
8358,2025,2.56
8359,2021,4.78
8359,2022,3.8
8359,2023,4.86
8359,2024,4.38
8359,2025,4.27
8360,2021,3.9
8360,2022,3.58
8360,2023,4.55
8360,2024,3.45
8360,2025,1.3
8361,2021,3.33
8361,2022,1.41
8361,2023,4.8
8361,2024,3.59
8361,2025,3.22
8362,2021,1.79
8362,2022,3.06
8362,2023,2.37
8362,2024,3.7
8362,2025,3.42
8364,2021,3.0
8364,2022,2.01
8364,2023,3.1
8364,2024,2.85
8364,2025,4.41
8365,2021,4.58
8365,2022,4.04
8365,2023,2.28
8365,2024,1.15
8365,2025,4.7
8366,2021,4.97
8366,2022,1.51
8366,2023,3.74
8366,2024,2.7
8366,2025,1.59
8367,2021,4.99
8367,2022,4.73
8367,2023,4.93
8367,2024,1.58
8367,2025,2.97
8368,2021,4.58
8368,2022,3.7
8368,2023,2.74
8368,2024,3.07
8368,2025,1.15
8370,2021,3.45
8370,2022,4.44
8370,2023,1.01
8370,2024,1.64
8370,2025,3.07
8377,2021,3.24
8377,2022,2.37
8377,2023,1.11
8377,2024,3.97
8377,2025,1.97
8381,2021,3.58
8381,2022,3.24
8381,2023,2.72
8381,2024,3.36
8381,2025,3.78
8383,2021,3.29
8383,2022,3.23
8383,2023,2.74
8383,2024,2.72
8383,2025,2.96
8386,2021,2.81
8386,2022,2.76
8386,2023,1.84
8386,2024,3.9
8386,2025,1.53
8387,2021,4.63
8387,2022,3.5
8387,2023,1.2
8387,2024,3.64
8387,2025,2.45
8388,2021,4.72
8388,2022,4.74
8388,2023,4.38
8388,2024,3.27
8388,2025,4.68
8392,2021,3.6
8392,2022,4.5
8392,2023,1.64
8392,2024,4.62
8392,2025,3.65
8393,2021,2.21
8393,2022,4.99
8393,2023,3.75
8393,2024,4.63
8393,2025,1.02
8395,2021,3.21
8395,2022,3.85
8395,2023,1.05
8395,2024,4.05
8395,2025,3.61
8399,2021,2.1
8399,2022,3.76
8399,2023,1.52
8399,2024,4.3
8399,2025,4.46
8410,2021,2.94
8410,2022,3.03
8410,2023,2.61
8410,2024,2.38
8410,2025,4.49
8411,2021,2.22
8411,2022,2.61
8411,2023,2.2
8411,2024,3.63
8411,2025,4.26
8416,2021,1.66
8416,2022,2.02
8416,2023,1.42
8416,2024,1.64
8416,2025,2.63
8418,2021,4.1
8418,2022,3.17
8418,2023,1.21
8418,2024,3.5
8418,2025,4.18
8424,2021,2.57
8424,2022,1.98
8424,2023,4.06
8424,2024,1.1
8424,2025,4.26
8425,2021,4.22
8425,2022,4.55
8425,2023,1.36
8425,2024,1.43
8425,2025,4.49
8439,2021,2.9
8439,2022,2.57
8439,2023,3.29
8439,2024,1.23
8439,2025,3.57
8473,2021,4.78
8473,2022,3.7
8473,2023,2.86
8473,2024,4.84
8473,2025,3.75
8508,2021,1.23
8508,2022,3.68
8508,2023,1.24
8508,2024,2.23
8508,2025,3.46
8511,2021,1.86
8511,2022,1.15
8511,2023,3.47
8511,2024,2.14
8511,2025,3.13
8518,2021,2.04
8518,2022,3.75
8518,2023,4.58
8518,2024,1.35
8518,2025,4.15
8522,2021,1.62
8522,2022,2.32
8522,2023,2.43
8522,2024,1.83
8522,2025,1.3
8524,2021,4.07
8524,2022,4.17
8524,2023,4.99
8524,2024,4.74
8524,2025,2.74
8537,2021,1.53
8537,2022,1.04
8537,2023,3.13
8537,2024,4.44
8537,2025,2.07
8541,2021,1.8
8541,2022,2.76
8541,2023,4.57
8541,2024,2.81
8541,2025,3.89
8542,2021,2.85
8542,2022,2.49
8542,2023,2.76
8542,2024,4.07
8542,2025,4.02
8544,2021,2.73
8544,2022,2.07
8544,2023,1.56
8544,2024,1.01
8544,2025,1.45
8550,2021,1.66
8550,2022,3.76
8550,2023,4.27
8550,2024,3.95
8550,2025,3.89
8551,2021,4.98
8551,2022,4.85
8551,2023,2.08
8551,2024,1.58
8551,2025,1.61
8558,2021,4.58
8558,2022,1.41
8558,2023,2.36
8558,2024,3.12
8558,2025,3.45
8562,2021,3.38
8562,2022,4.15
8562,2023,3.29
8562,2024,4.4
8562,2025,1.34
8563,2021,4.44
8563,2022,3.36
8563,2023,1.89
8563,2024,4.91
8563,2025,4.76
8566,2021,4.38
8566,2022,4.65
8566,2023,2.53
8566,2024,1.91
8566,2025,1.73
8570,2021,4.5
8570,2022,4.31
8570,2023,4.92
8570,2024,4.39
8570,2025,3.53
8572,2021,1.57
8572,2022,1.66
8572,2023,2.89
8572,2024,4.07
8572,2025,1.69
8584,2021,4.66
8584,2022,3.74
8584,2023,2.25
8584,2024,4.54
8584,2025,3.39
8585,2021,3.93
8585,2022,2.54
8585,2023,2.57
8585,2024,1.05
8585,2025,3.15
8591,2021,4.04
8591,2022,4.88
8591,2023,4.57
8591,2024,1.35
8591,2025,4.92
8593,2021,1.6
8593,2022,1.16
8593,2023,4.0
8593,2024,4.62
8593,2025,4.8
8595,2021,4.3
8595,2022,1.82
8595,2023,1.62
8595,2024,1.24
8595,2025,3.33
8596,2021,2.95
8596,2022,1.44
8596,2023,2.86
8596,2024,3.27
8596,2025,3.89
8600,2021,2.66
8600,2022,2.27
8600,2023,3.66
8600,2024,3.74
8600,2025,2.08
8601,2021,1.08
8601,2022,4.78
8601,2023,4.02
8601,2024,1.8
8601,2025,3.26
8604,2021,3.38
8604,2022,1.5
8604,2023,1.77
8604,2024,4.83
8604,2025,3.03
8609,2021,1.77
8609,2022,4.19
8609,2023,2.88
8609,2024,3.55
8609,2025,2.19
8613,2021,1.23
8613,2022,1.66
8613,2023,4.89
8613,2024,3.49
8613,2025,4.32
8614,2021,1.09
8614,2022,4.06
8614,2023,2.94
8614,2024,3.66
8614,2025,2.43
8616,2021,3.48
8616,2022,1.14
8616,2023,1.18
8616,2024,4.2
8616,2025,1.5
8617,2021,1.06
8617,2022,4.65
8617,2023,2.06
8617,2024,3.33
8617,2025,4.36
8622,2021,3.98
8622,2022,1.19
8622,2023,3.24
8622,2024,3.17
8622,2025,2.4
8624,2021,4.01
8624,2022,4.86
8624,2023,1.59
8624,2024,1.58
8624,2025,3.94
8628,2021,2.82
8628,2022,4.18
8628,2023,1.56
8628,2024,1.16
8628,2025,3.79
8630,2021,4.98
8630,2022,1.38
8630,2023,4.46
8630,2024,2.54
8630,2025,1.07
8697,2021,3.04
8697,2022,2.12
8697,2023,3.77
8697,2024,2.15
8697,2025,2.93
8698,2021,1.8
8698,2022,4.31
8698,2023,4.7
8698,2024,2.61
8698,2025,2.8
8699,2021,4.93
8699,2022,1.57
8699,2023,4.23
8699,2024,3.27
8699,2025,4.52
8700,2021,2.17
8700,2022,2.18
8700,2023,2.3
8700,2024,1.07
8700,2025,1.68
8704,2021,4.98
8704,2022,2.0
8704,2023,1.08
8704,2024,2.11
8704,2025,2.63
8705,2021,3.19
8705,2022,1.27
8705,2023,4.16
8705,2024,4.3
8705,2025,1.85
8706,2021,4.19
8706,2022,2.45
8706,2023,2.69
8706,2024,4.75
8706,2025,4.57
8707,2021,2.5
8707,2022,2.95
8707,2023,2.15
8707,2024,3.06
8707,2025,3.73
8708,2021,1.37
8708,2022,4.68
8708,2023,3.88
8708,2024,1.39
8708,2025,4.48
8713,2021,3.97
8713,2022,2.25
8713,2023,3.09
8713,2024,4.44
8713,2025,4.87
8714,2021,2.12
8714,2022,3.6
8714,2023,4.44
8714,2024,4.95
8714,2025,1.28
8715,2021,3.01
8715,2022,4.49
8715,2023,1.01
8715,2024,2.75
8715,2025,3.34
8725,2021,3.11
8725,2022,3.93
8725,2023,1.26
8725,2024,4.14
8725,2025,2.13
8729,2021,4.3
8729,2022,2.68
8729,2023,1.17
8729,2024,4.86
8729,2025,4.12
8737,2021,2.39
8737,2022,2.08
8737,2023,3.36
8737,2024,4.95
8737,2025,2.16
8739,2021,4.79
8739,2022,2.32
8739,2023,3.82
8739,2024,2.53
8739,2025,1.34
8742,2021,4.74
8742,2022,1.66
8742,2023,4.78
8742,2024,1.41
8742,2025,2.07
8746,2021,4.68
8746,2022,3.63
8746,2023,1.76
8746,2024,3.37
8746,2025,1.72
8747,2021,4.5
8747,2022,1.2
8747,2023,3.12
8747,2024,1.25
8747,2025,3.78
8750,2021,4.74
8750,2022,4.32
8750,2023,2.49
8750,2024,1.95
8750,2025,1.48
8766,2021,4.49
8766,2022,1.32
8766,2023,3.52
8766,2024,2.47
8766,2025,4.98
8769,2021,3.04
8769,2022,3.2
8769,2023,4.67
8769,2024,4.88
8769,2025,3.33
8771,2021,4.18
8771,2022,3.54
8771,2023,2.71
8771,2024,1.23
8771,2025,3.87
8772,2021,3.8
8772,2022,1.47
8772,2023,1.92
8772,2024,3.93
8772,2025,1.6
8783,2021,3.76
8783,2022,3.87
8783,2023,2.41
8783,2024,2.03
8783,2025,2.49
8789,2021,2.44
8789,2022,3.43
8789,2023,3.98
8789,2024,4.45
8789,2025,1.12
8793,2021,3.91
8793,2022,2.26
8793,2023,4.35
8793,2024,1.3
8793,2025,3.2
8795,2021,3.19
8795,2022,2.31
8795,2023,4.88
8795,2024,1.43
8795,2025,1.55
8798,2021,3.58
8798,2022,3.06
8798,2023,2.06
8798,2024,2.22
8798,2025,1.63
8801,2021,4.47
8801,2022,3.28
8801,2023,1.98
8801,2024,2.57
8801,2025,4.63
8802,2021,4.55
8802,2022,1.28
8802,2023,3.62
8802,2024,1.61
8802,2025,1.84
8803,2021,4.46
8803,2022,4.58
8803,2023,1.33
8803,2024,4.5
8803,2025,3.91
8804,2021,4.1
8804,2022,4.17
8804,2023,3.03
8804,2024,4.79
8804,2025,1.8
8818,2021,3.02
8818,2022,2.27
8818,2023,4.29
8818,2024,1.33
8818,2025,2.73
8830,2021,4.09
8830,2022,2.25
8830,2023,1.96
8830,2024,2.05
8830,2025,3.85
8835,2021,2.15
8835,2022,2.61
8835,2023,3.18
8835,2024,4.76
8835,2025,4.18
8836,2021,1.74
8836,2022,4.53
8836,2023,4.38
8836,2024,3.98
8836,2025,3.07
8841,2021,1.28
8841,2022,3.85
8841,2023,3.07
8841,2024,2.24
8841,2025,1.04
8844,2021,1.92
8844,2022,3.42
8844,2023,1.45
8844,2024,3.62
8844,2025,4.28
8848,2021,2.27
8848,2022,1.33
8848,2023,1.56
8848,2024,2.43
8848,2025,4.25
8850,2021,3.54
8850,2022,4.47
8850,2023,4.98
8850,2024,1.81
8850,2025,3.78
8860,2021,2.87
8860,2022,2.97
8860,2023,2.3
8860,2024,2.37
8860,2025,3.71
8864,2021,3.48
8864,2022,2.27
8864,2023,1.47
8864,2024,3.31
8864,2025,3.96
8869,2021,3.23
8869,2022,1.01
8869,2023,2.13
8869,2024,4.11
8869,2025,3.97
8871,2021,1.04
8871,2022,2.88
8871,2023,2.75
8871,2024,3.61
8871,2025,1.5
8876,2021,3.49
8876,2022,4.79
8876,2023,2.49
8876,2024,2.35
8876,2025,1.11
8877,2021,1.23
8877,2022,4.73
8877,2023,4.9
8877,2024,1.02
8877,2025,4.6
8881,2021,1.7
8881,2022,3.25
8881,2023,3.71
8881,2024,2.44
8881,2025,3.12
8887,2021,3.51
8887,2022,1.78
8887,2023,4.98
8887,2024,1.82
8887,2025,1.04
8891,2021,4.78
8891,2022,2.72
8891,2023,2.59
8891,2024,2.1
8891,2025,1.1
8892,2021,2.06
8892,2022,2.57
8892,2023,3.08
8892,2024,2.83
8892,2025,4.52
8894,2021,4.65
8894,2022,2.27
8894,2023,4.84
8894,2024,4.46
8894,2025,4.71
8897,2021,3.83
8897,2022,1.79
8897,2023,1.78
8897,2024,4.63
8897,2025,3.03
8898,2021,4.56
8898,2022,3.88
8898,2023,1.85
8898,2024,2.54
8898,2025,4.87
8904,2021,1.08
8904,2022,3.86
8904,2023,4.92
8904,2024,1.42
8904,2025,2.09
8908,2021,3.19
8908,2022,4.38
8908,2023,3.03
8908,2024,1.24
8908,2025,1.51
8912,2021,2.5
8912,2022,2.29
8912,2023,1.88
8912,2024,4.36
8912,2025,1.11
8914,2021,4.32
8914,2022,4.69
8914,2023,3.52
8914,2024,3.5
8914,2025,1.6
8917,2021,3.27
8917,2022,2.5
8917,2023,1.92
8917,2024,3.33
8917,2025,1.0
8918,2021,2.11
8918,2022,3.62
8918,2023,2.82
8918,2024,1.58
8918,2025,1.01
8919,2021,2.08
8919,2022,3.2
8919,2023,3.14
8919,2024,1.52
8919,2025,3.45
8920,2021,5.0
8920,2022,3.34
8920,2023,3.11
8920,2024,3.49
8920,2025,4.52
8921,2021,4.78
8921,2022,1.16
8921,2023,1.82
8921,2024,1.46
8921,2025,4.09
8923,2021,1.18
8923,2022,4.61
8923,2023,1.08
8923,2024,3.41
8923,2025,2.1
8927,2021,2.88
8927,2022,2.77
8927,2023,4.0
8927,2024,2.99
8927,2025,2.68
8928,2021,3.92
8928,2022,4.7
8928,2023,4.18
8928,2024,3.95
8928,2025,2.95
8929,2021,4.6
8929,2022,2.95
8929,2023,4.72
8929,2024,4.21
8929,2025,1.6
8931,2021,1.19
8931,2022,3.96
8931,2023,3.74
8931,2024,3.41
8931,2025,4.9
8934,2021,3.18
8934,2022,2.39
8934,2023,3.26
8934,2024,1.11
8934,2025,3.32
8935,2021,4.61
8935,2022,1.02
8935,2023,4.38
8935,2024,4.21
8935,2025,1.42
8938,2021,4.39
8938,2022,4.05
8938,2023,2.96
8938,2024,1.98
8938,2025,2.15
8944,2021,3.45
8944,2022,1.99
8944,2023,2.3
8944,2024,4.72
8944,2025,3.92
